player_id,name,player_club,age,position,goalkeeper_or_not,market_value,nationality,player_height,player_agent,strong_foot,contract_value_time,appearances,PPG,goals,assists,own_goals,substitutions_on,substitutions_off,yellow_cards,second_yellow_cards,red_cards,penalty_goals,minutes_per_goal,minutes_played,goals_conceded,clean_sheet,crawl_timestamp
626724,João Pedro,Brighton,23.0,Centre-Forward,0,50000.0,Brazil,1.88,Promanager,right,2028.0,30.0,1.53,10.0,7.0,0.0,6.0,10.0,4.0,0.0,1.0,5.0,214.0,2.136,0.0,0.0,1748219735941
746712,Pietro Comuzzo,Fiorentina,20.0,Centre-Back,0,25000.0,Italy,1.85,,right,2029.0,44.0,1.82,1.0,0.0,0.0,11.0,8.0,6.0,1.0,0.0,0.0,3.052,3.052,0.0,0.0,1748219760447
661212,Mathias Løvik,Parma,21.0,Left-Back,0,5000.0,Norway,1.83,Solbakken / Player ...,"Jan 8, 2025",2029.0,17.0,0.88,0.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.008,0.0,0.0,1748219761997
448258,Josha Vagnoman,VfB Stuttgart,24.0,Right-Back,0,12000.0,Germany,1.9,FTC,right,2026.0,35.0,1.71,2.0,3.0,1.0,8.0,12.0,5.0,0.0,0.0,0.0,1.238,2.475,0.0,0.0,1748219764077
703475,Malachi Boateng,Plymouth,22.0,Defensive Midfield,0,450.0,England,1.82,,right,2028.0,37.0,0.86,0.0,2.0,0.0,14.0,7.0,2.0,0.0,0.0,0.0,0.0,2.127,0.0,0.0,1748219789609
146310,Wataru Endo,Liverpool,32.0,Defensive Midfield,0,10000.0,Japan,1.78,,right,2027.0,32.0,2.31,0.0,0.0,0.0,25.0,4.0,1.0,0.0,0.0,0.0,0.0,865.0,0.0,0.0,1748219791463
331779,Kristian Pedersen,Swansea,30.0,Left-Back,0,800.0,Denmark,1.89,BTAM,left,2025.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,1748219803659
727538,Aaron Keller,SSV Ulm 1846,21.0,Left Winger,0,800.0,Switzerland,1.81,WINS,right,2025.0,28.0,0.79,4.0,1.0,0.0,4.0,11.0,3.0,0.0,0.0,0.0,499.0,1.997,0.0,0.0,1748219827932
289592,Orel Mangala,Everton,27.0,Defensive Midfield,0,20000.0,Belgium,1.78,M-Soccermanagement,right,2025.0,22.0,1.18,1.0,0.0,0.0,5.0,6.0,2.0,0.0,0.0,0.0,1.508,1.508,0.0,0.0,1748219830070
982267,Ibrahim Sulemana,Atalanta BC,22.0,Defensive Midfield,0,6000.0,Ghana,1.8,,right,2028.0,10.0,2.5,2.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,154.0,308.0,0.0,0.0,1748219832448
616628,Giorgio Cittadini,Frosinone,23.0,Centre-Back,0,1000.0,Italy,1.93,,right,2025.0,5.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,1748219834230
225657,Philipp Lienhart,SC Freiburg,28.0,Centre-Back,0,15000.0,Austria,1.89,YOU FIRST,right,-,35.0,1.66,1.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,2.966,2.966,0.0,0.0,1748219837161
198128,Manuel Marras,Reggiana,31.0,Right Winger,0,400.0,Italy,1.68,,left,2026.0,28.0,1.25,0.0,2.0,0.0,9.0,11.0,8.0,0.0,1.0,0.0,0.0,1.701,0.0,0.0,1748219869790
825073,Leon Opitz,Werder Bremen,20.0,Attacking Midfield,0,600.0,Germany,1.83,,left,-,26.0,1.77,16.0,12.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,113.0,1.809,0.0,0.0,1748219880920
568005,Jeremy Sarmiento,Burnley,22.0,Left Winger,0,7000.0,Ecuador,1.78,,right,2025.0,39.0,2.23,5.0,0.0,0.0,25.0,13.0,4.0,0.0,0.0,0.0,278.0,1.392,0.0,0.0,1748219883137
393512,Felix Agu,Werder Bremen,25.0,Left-Back,0,6000.0,Germany,1.8,,right,2027.0,25.0,1.68,3.0,1.0,1.0,3.0,13.0,1.0,0.0,0.0,0.0,617.0,1.852,0.0,0.0,1748219884810
181778,Emerson,West Ham,30.0,Left-Back,0,12000.0,Italy,1.76,Bertolucci Sports,left,2026.0,32.0,1.22,2.0,1.0,0.0,6.0,19.0,5.0,0.0,0.0,0.0,1.071,2.141,0.0,0.0,1748219886400
133179,Marten de Roon,Atalanta BC,34.0,Defensive Midfield,0,7000.0,Netherlands,1.85,SEG,right,2026.0,50.0,1.78,4.0,5.0,0.0,2.0,3.0,8.0,0.0,0.0,0.0,1.073,4.292,0.0,0.0,1748219888351
515964,Maximilian Dietz,Greuther Fürth,23.0,Centre-Back,0,2500.0,United States,1.89,ROOF,right,2027.0,28.0,1.07,0.0,1.0,0.0,3.0,2.0,6.0,1.0,0.0,0.0,0.0,2.322,0.0,0.0,1748219912447
191829,Dimitrios Goutas,Cardiff,31.0,Centre-Back,0,2000.0,Greece,1.89,Prosport ...,right,2025.0,36.0,0.92,1.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,3.102,3.102,0.0,0.0,1748219924499
624548,Salva Ferrer,Spezia Calcio,27.0,Right-Back,0,400.0,Spain,1.84,Goal Management,right,2025.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1748219926281
878160,Reuell Walters,Luton,20.0,Right-Back,0,4000.0,England,1.86,,right,-,17.0,0.35,0.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,1.251,0.0,0.0,1748219951426
264514,Luca Vido,Reggiana,28.0,Centre-Forward,0,500.0,Italy,1.82,,right,2025.0,29.0,0.9,6.0,2.0,0.0,20.0,8.0,4.0,0.0,0.0,1.0,168.0,1.005,0.0,0.0,1748219953191
111195,Joël Veltman,Brighton,33.0,Right-Back,0,7000.0,Netherlands,1.84,,right,2026.0,24.0,1.83,0.0,2.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,1.889,0.0,0.0,1748219955134
345760,David Turnbull,Cardiff,25.0,Central Midfield,0,3500.0,Scotland,1.85,,right,2027.0,19.0,1.11,1.0,0.0,0.0,9.0,7.0,2.0,0.0,0.0,0.0,825.0,825.0,0.0,0.0,1748219978437
351261,Jerry Yates,Derby,28.0,Centre-Forward,0,2800.0,England,1.75,,right,2025.0,43.0,1.09,10.0,4.0,0.0,2.0,24.0,1.0,0.0,0.0,1.0,353.0,3.528,0.0,0.0,1748220001057
810100,Taylan Bulut,FC Schalke 04,19.0,Right-Back,0,5000.0,Germany,1.88,,right,2029.0,29.0,1.38,1.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,2.45,2.45,0.0,0.0,1748220003116
280553,Anton Donkor,FC Schalke 04,27.0,Left-Back,0,600.0,Germany,1.86,,both,2027.0,28.0,1.21,0.0,1.0,0.0,21.0,4.0,4.0,0.0,0.0,0.0,0.0,877.0,0.0,0.0,1748220005927
503990,Nathan Wood,Southampton,22.0,Centre-Back,0,3800.0,England,1.88,,right,2028.0,16.0,0.63,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.149,0.0,0.0,1748220008739
210178,Pablo Marí,Fiorentina,31.0,Centre-Back,0,3500.0,Spain,1.93,AC Talent,left,2027.0,34.0,1.24,0.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,2.891,0.0,0.0,1748220020681
512354,Malcolm Ebiowei,Crystal Palace,21.0,Right Winger,0,1200.0,England,1.85,,left,2027.0,8.0,1.25,0.0,1.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,1748220044475
518505,Jamie Leweling,VfB Stuttgart,24.0,Right Winger,0,20000.0,Germany,1.85,,both,2029.0,37.0,1.57,5.0,4.0,0.0,8.0,25.0,4.0,0.0,0.0,0.0,458.0,2.29,0.0,0.0,1748220046990
581672,Samuel Iling-Junior,Middlesbrough,21.0,Left Winger,0,11000.0,England,1.82,,left,2025.0,32.0,1.25,3.0,2.0,0.0,17.0,7.0,3.0,0.0,0.0,0.0,535.0,1.606,0.0,0.0,1748220096763
731467,Simone Giorgeschi,Spezia Calcio,20.0,Centre-Back,0,200.0,Italy,1.89,,left,2027.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1748220098788
236966,Adam Dzwigala,FC St. Pauli,29.0,Centre-Back,0,600.0,Poland,1.85,,right,-,17.0,1.0,1.0,0.0,0.0,15.0,2.0,2.0,0.0,1.0,0.0,412.0,412.0,0.0,0.0,1748220100949
54846,Fabian Holland,Darmstadt 98,34.0,Left-Back,0,200.0,Germany,1.72,,left,-,,,,,,2.0,,,,,,,,0.0,0.0,1748220102481
704191,Andrea Cecchetto,Cittadella,22.0,Centre-Back,0,50.0,Italy,1.8,,right,-,4.0,0.75,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,1748220104855
378710,Richarlison,Tottenham,28.0,Centre-Forward,0,25000.0,Brazil,1.84,,right,2027.0,24.0,1.5,5.0,2.0,0.0,13.0,11.0,3.0,0.0,0.0,1.0,188.0,942.0,0.0,0.0,1748220118565
392775,Ryan Sessegnon,Fulham,25.0,Left-Back,0,9000.0,England,1.78,Unique Sports Group,left,2026.0,22.0,1.68,4.0,4.0,0.0,11.0,6.0,1.0,0.0,0.0,0.0,243.0,972.0,0.0,0.0,1748220121432
595652,Peter Kioso,Oxford United,25.0,Right-Back,0,700.0,DR Congo,1.83,Refuel Performance ...,right,-,33.0,1.06,0.0,1.0,0.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,2.507,0.0,0.0,1748220123381
237658,Michel Aebischer,Bologna,28.0,Central Midfield,0,10000.0,Switzerland,1.83,Wasserman,right,2027.0,16.0,1.38,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,759.0,0.0,0.0,1748220124925
980576,Amine Salama,Torino,24.0,Centre-Forward,0,1800.0,France,1.92,,right,2025.0,19.0,1.47,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,459.0,0.0,0.0,1748220149075
538569,Tommaso Milanese,Carrarese,22.0,Central Midfield,0,750.0,Italy,1.73,,right,2025.0,14.0,1.5,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,488.0,0.0,0.0,1748220151215
148367,Christian Nørgaard,Brentford,31.0,Defensive Midfield,0,12000.0,Denmark,1.87,,right,2027.0,35.0,1.63,6.0,4.0,0.0,0.0,12.0,9.0,0.0,1.0,0.0,482.0,2.893,0.0,0.0,1748220154009
1011139,Jaden Dixon,Stoke U21,18.0,Centre-Back,0,300.0,England,1.88,,"Jun 30, 2027",2027.0,21.0,1.33,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.642,0.0,0.0,1748220166633
344069,Anton Stach,TSG Hoffenheim,26.0,Defensive Midfield,0,14000.0,Germany,1.94,ROOF,right,2027.0,39.0,1.08,2.0,2.0,0.0,1.0,9.0,10.0,0.0,0.0,0.0,1.693,3.386,0.0,0.0,1748220168533
731491,Franco Carboni,Venezia,22.0,Left-Back,0,1000.0,Argentina,1.9,GR Sports,left,2025.0,8.0,0.63,0.0,1.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,1748220170916
243028,Jan Bednarek,Southampton,29.0,Centre-Back,0,11000.0,Poland,1.89,Fabryka Futbolu,right,2027.0,34.0,0.5,2.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.432,2.863,0.0,0.0,1748220173299
312819,Silvere Ganvoula,Monza,28.0,Centre-Forward,0,2000.0,Congo,1.91,,right,2026.0,36.0,0.94,6.0,1.0,0.0,13.0,18.0,6.0,0.0,0.0,0.0,330.0,1.979,0.0,0.0,1748220195664
390719,Oliver Urso,Reggiana,26.0,Central Midfield,0,150.0,Denmark,1.81,,left,2027.0,7.0,0.57,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,1748220207487
425834,Paul Stock,SV Elversberg,28.0,Attacking Midfield,0,600.0,Germany,1.88,MK Sport Consulting,right,2025.0,22.0,1.68,1.0,3.0,0.0,19.0,3.0,1.0,0.0,0.0,0.0,339.0,339.0,0.0,0.0,1748220209274
667521,Cian Ashford,Cardiff,20.0,Attacking Midfield,0,1000.0,Wales,1.79,,both,2027.0,32.0,0.91,3.0,3.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,597.0,1.791,0.0,0.0,1748220211314
434207,Aaron Connolly,Millwall,25.0,Centre-Forward,0,2500.0,Ireland,1.74,,right,2025.0,27.0,1.59,5.0,0.0,0.0,16.0,9.0,3.0,0.0,0.0,0.0,227.0,1.136,0.0,0.0,1748220237548
613393,Gaetano Oristanio,Venezia,22.0,Attacking Midfield,0,6500.0,Italy,1.74,,left,2029.0,37.0,0.76,3.0,3.0,0.0,8.0,25.0,3.0,0.0,0.0,0.0,777.0,2.332,0.0,0.0,1748220262154
1058354,Matteo Palma,Udinese,17.0,Centre-Back,0,1000.0,Germany,1.94,,right,2027.0,11.0,0.82,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,737.0,0.0,0.0,1748220264276
460245,Moritz Jenz,1.FSV Mainz 05,26.0,Centre-Back,0,6000.0,Germany,1.9,Sports360 GmbH,right,2025.0,20.0,1.6,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.646,0.0,0.0,1748220265626
729097,Philipp Müller,Greuther Fürth,21.0,Defensive Midfield,0,800.0,Germany,1.81,,both,2027.0,16.0,1.31,1.0,1.0,0.0,7.0,4.0,1.0,0.0,1.0,0.0,826.0,826.0,0.0,0.0,1748220267611
375885,Ibrahim Sangaré,Forest,27.0,Defensive Midfield,0,28000.0,Cote d'Ivoire,1.91,,right,2028.0,17.0,1.47,0.0,3.0,0.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,770.0,0.0,0.0,1748220269347
538964,Thijs Dallinga,Bologna,24.0,Centre-Forward,0,12000.0,Netherlands,1.9,AESIR,right,2028.0,43.0,1.63,7.0,3.0,0.0,25.0,12.0,1.0,0.0,0.0,0.0,260.0,1.823,0.0,0.0,1748220271278
509022,Federico Gatti,Juventus,26.0,Centre-Back,0,25000.0,Italy,1.9,,right,2028.0,42.0,1.74,1.0,2.0,1.0,6.0,9.0,3.0,0.0,0.0,0.0,3.212,3.212,0.0,0.0,1748220340880
251302,Niklas Dorsch,Heidenheim,27.0,Defensive Midfield,0,3500.0,Germany,1.78,AVENT SPORTS ...,right,2028.0,31.0,1.06,3.0,2.0,0.0,6.0,21.0,6.0,0.0,1.0,0.0,606.0,1.817,0.0,0.0,1748220342141
312341,Luca Ravanelli,Cremonese,28.0,Centre-Back,0,1800.0,Italy,1.87,,right,2025.0,30.0,1.8,1.0,1.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,2.453,2.453,0.0,0.0,1748220344295
606718,Toti,Wolves,26.0,Centre-Back,0,25000.0,Portugal,1.87,,left,2029.0,34.0,1.38,0.0,1.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,2.853,0.0,0.0,1748220345519
107574,Jonas Meffert,Hamburger SV,30.0,Defensive Midfield,0,1000.0,Germany,1.86,Sports360 GmbH,right,2026.0,31.0,1.71,1.0,3.0,0.0,1.0,11.0,2.0,1.0,0.0,0.0,2.53,2.53,0.0,0.0,1748220357960
883349,Kevin Zeroli,Monza,20.0,Central Midfield,0,3500.0,Italy,1.87,Rafaela Pimenta,right,2025.0,26.0,1.04,4.0,1.0,0.0,7.0,8.0,4.0,0.0,0.0,1.0,418.0,1.673,0.0,0.0,1748220370782
936237,Yu Hirakawa,Bristol City,24.0,Right Winger,0,900.0,Japan,1.72,,right,2025.0,39.0,1.28,2.0,2.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,877.0,1.753,0.0,0.0,1748220382560
434116,Alexander Prass,TSG Hoffenheim,24.0,Left-Back,0,6500.0,Austria,1.8,YOU FIRST,left,2028.0,31.0,1.03,0.0,2.0,0.0,7.0,15.0,1.0,0.0,0.0,0.0,0.0,2.024,0.0,0.0,1748220384941
167480,Nicola Pavan,Cittadella,31.0,Centre-Back,0,500.0,Italy,1.86,,right,-,28.0,1.07,0.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,2.31,0.0,0.0,1748220398600
584254,Maximilian Breunig,Heidenheim,24.0,Centre-Forward,0,2000.0,Germany,1.95,Robert Schneider,left,2027.0,22.0,1.18,5.0,1.0,0.0,16.0,6.0,0.0,0.0,0.0,1.0,135.0,677.0,0.0,0.0,1748220410419
43530,Adam Lallana,Southampton,37.0,Attacking Midfield,0,900.0,England,1.72,CAA Stellar,both,2025.0,18.0,0.89,0.0,2.0,0.0,12.0,6.0,4.0,0.0,0.0,0.0,0.0,436.0,0.0,0.0,1748220422738
381753,Ilia Gruev,Leeds,25.0,Defensive Midfield,0,5000.0,Bulgaria,1.85,feel soccer GmbH,left,2027.0,25.0,2.32,0.0,2.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,1748220424611
564449,Million Manhoef,Stoke City,23.0,Right Winger,0,3500.0,Netherlands,1.79,SeiSei Football,left,2027.0,38.0,1.21,7.0,4.0,0.0,8.0,21.0,2.0,0.0,0.0,0.0,373.0,2.61,0.0,0.0,1748220437251
216872,Francesco Zampano,Venezia,31.0,Right-Back,0,1100.0,Italy,1.77,,right,2025.0,25.0,0.72,1.0,2.0,0.0,7.0,7.0,5.0,0.0,0.0,0.0,1.731,1.731,0.0,0.0,1748220462884
653186,Benedikt Bauer,Karlsruher SC,21.0,Left-Back,0,250.0,Germany,1.79,PRO Profil GmbH,both,-,14.0,2.21,1.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.096,1.096,0.0,0.0,1748220464985
800925,Oscar Schwartau,Norwich,19.0,Attacking Midfield,0,2200.0,Denmark,1.86,BTAM,right,2028.0,50.0,1.34,2.0,1.0,0.0,30.0,14.0,4.0,0.0,0.0,0.0,988.0,1.975,0.0,0.0,1748220466984
257462,Luka Jović,AC Milan,27.0,Centre-Forward,0,2500.0,Serbia,1.82,LIAN Sports Group,right,2025.0,17.0,1.35,4.0,0.0,0.0,9.0,8.0,1.0,0.0,0.0,0.0,173.0,693.0,0.0,0.0,1748220501131
246963,Carlton Morris,Luton,29.0,Centre-Forward,0,8000.0,England,1.85,CAA Stellar,right,-,43.0,1.09,8.0,3.0,0.0,4.0,18.0,10.0,0.0,0.0,2.0,413.0,3.301,0.0,0.0,1748220502952
908760,Cristian Shpendi,Cesena,22.0,Centre-Forward,0,6000.0,Albania,1.81,LIAN Sports Group,right,2028.0,38.0,1.63,13.0,1.0,0.0,4.0,23.0,3.0,0.0,0.0,5.0,213.0,2.765,0.0,0.0,1748220505111
342341,Leonardo Candellone,Juve Stabia,27.0,Centre-Forward,0,400.0,Italy,1.86,LEADERBROCK,right,2025.0,40.0,1.45,6.0,2.0,0.0,11.0,14.0,6.0,0.0,1.0,1.0,452.0,2.712,0.0,0.0,1748220506870
817688,Callum Doyle,Norwich,21.0,Centre-Back,0,15000.0,England,1.9,,left,2025.0,43.0,1.21,1.0,7.0,0.0,4.0,5.0,11.0,0.0,0.0,0.0,3.548,3.548,0.0,0.0,1748220519842
581331,Liam Thompson,Derby,23.0,Defensive Midfield,0,500.0,England,1.73,,right,2025.0,31.0,1.29,1.0,0.0,0.0,10.0,15.0,6.0,0.0,0.0,0.0,1.809,1.809,0.0,0.0,1748220532820
356640,Paul Will,Darmstadt 98,26.0,Defensive Midfield,0,500.0,Germany,1.85,CAA Stellar,left,-,5.0,0.8,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,1748220534931
258885,Max Lowe,Sheff Wed,28.0,Left-Back,0,2500.0,England,1.75,Wasserman,left,2026.0,37.0,1.41,0.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,2.987,0.0,0.0,1748220559501
1010854,Mathis Amougou,Chelsea,19.0,Central Midfield,0,10000.0,France,1.77,Classico,right,2033.0,20.0,0.9,0.0,0.0,0.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,969.0,0.0,0.0,1748220562131
920790,Ryan Howley,Coventry,21.0,Central Midfield,0,125.0,Wales,1.87,,right,2025.0,13.0,1.69,0.0,0.0,0.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,423.0,0.0,0.0,1748220564957
629016,Marco Nasti,Cremonese,21.0,Centre-Forward,0,2300.0,Italy,1.79,GR Sports,right,2028.0,29.0,1.72,2.0,2.0,0.0,22.0,6.0,10.0,0.0,0.0,0.0,482.0,964.0,0.0,0.0,1748220576467
351755,Darnell Furlong,West Brom,29.0,Right-Back,0,3000.0,England,1.83,,right,2027.0,43.0,1.42,1.0,3.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,3.798,3.798,0.0,0.0,1748220578904
369684,Rasmus Kristensen,E. Frankfurt,27.0,Right-Back,0,10000.0,Denmark,1.87,BTAM,right,2025.0,43.0,1.65,6.0,4.0,0.0,4.0,7.0,7.0,0.0,0.0,0.0,591.0,3.547,0.0,0.0,1748220628246
182517,Anthony Partipilo,Frosinone,30.0,Right Winger,0,750.0,Italy,1.81,,left,2025.0,26.0,1.0,3.0,1.0,0.0,12.0,12.0,4.0,0.0,0.0,1.0,419.0,1.256,0.0,0.0,1748220631471
936504,Akim Djibril,Cittadella,19.0,Defensive Midfield,0,250.0,Italy,1.67,YOU FIRST,"Jul 1, 2024",-,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1748220633440
592975,Woyo Coulibaly,Leicester,26.0,Right-Back,0,2000.0,France,1.82,,both,2029.0,20.0,0.85,0.0,2.0,1.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0,1.314,0.0,0.0,1748220671833
867688,Jack Hinshelwood,Brighton,20.0,Central Midfield,0,24000.0,England,1.82,CAA Stellar,right,2028.0,31.0,1.74,5.0,3.0,0.0,5.0,11.0,6.0,0.0,0.0,0.0,454.0,2.268,0.0,0.0,1748220684191
742163,Joel Bagan,Cardiff,23.0,Left-Back,0,350.0,Ireland,1.88,CAA Stellar,left,2026.0,36.0,1.08,0.0,2.0,0.0,15.0,6.0,4.0,0.0,1.0,0.0,0.0,2.02,0.0,0.0,1748220686387
539798,Luca Jaquez,VfB Stuttgart,21.0,Centre-Back,0,6000.0,Switzerland,1.87,sportsfamilyoffice,right,2029.0,26.0,1.96,3.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,693.0,2.079,0.0,0.0,1748220711873
923595,Max Moerstedt,TSG Hoffenheim,19.0,Centre-Forward,0,7000.0,Germany,1.94,Sports360 GmbH,right,2027.0,29.0,1.45,5.0,4.0,0.0,11.0,14.0,5.0,0.0,0.0,0.0,313.0,1.566,0.0,0.0,1748220724622
171209,Branimir Hrgota,Greuther Fürth,32.0,Centre-Forward,0,1000.0,Sweden,1.85,,left,2026.0,35.0,1.2,6.0,4.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,519.0,3.116,0.0,0.0,1748220726868
704825,Alessandro Dellavalle,Modena,21.0,Centre-Back,0,3000.0,Italy,1.89,,right,2025.0,26.0,1.27,1.0,0.0,0.0,4.0,7.0,5.0,0.0,0.0,0.0,2.007,2.007,0.0,0.0,1748220729162
262980,Jefferson Lerma,Crystal Palace,30.0,Defensive Midfield,0,12000.0,Colombia,1.79,,right,2026.0,42.0,1.69,0.0,1.0,0.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,2.806,0.0,0.0,1748220741061
390460,Richmond Tachie,E. Braunschweig,26.0,Centre-Forward,0,650.0,Germany,1.78,CAA Stellar,right,2025.0,25.0,1.64,3.0,1.0,0.0,12.0,12.0,1.0,0.0,0.0,0.0,344.0,1.032,0.0,0.0,1748220743642
836441,Kialonda Gaspar,Lecce,27.0,Centre-Back,0,2500.0,Angola,1.93,,right,2027.0,26.0,0.96,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.263,2.263,0.0,0.0,1748220755426
